1	0.008375321256203784
2	0.00963946468093329
3	0.011278422497626808
4	0.011467830071018802
5	0.009504643631064229
6	0.013315750803384516
7	0.013207149433179034
8	0.017776074043164652
9	0.016484777960512374
10	0.014325637189257476
11	0.013222078689270549
12	0.01677164901047945
13	0.0164264678541157
14	0.020929872782693967
15	0.01794064122562607
16	0.017412060561279457
17	0.019040971270038023
18	0.010748026245791052
19	0.01901453547179699
20	0.013288277925716506
21	0.014928571000281308
22	0.01032644934538338
23	0.01536453039281898
24	0.012028927966538403
25	0.010892265941947699
26	0.012180116441514757
27	0.012815370948778259
28	0.013882809991223944
29	0.008853172340119878
30	0.010017269084023105
31	0.011723393833057748
32	0.011649608405099975
33	0.014898803292049302
34	0.007546643907618191
35	0.009789847044481171
36	0.009127253097378545
37	0.010158594387272993
38	0.015182925388216972
39	0.010057071275595162
40	0.01057751016277406
41	0.010192646696749661
42	0.009645052305940125
43	0.013443470415141847
44	0.009975435134644309
45	0.014920929550296731
46	0.011005133286946349
47	0.010247853274146715
48	0.011831911280751228
49	0.01173482048842642
50	0.010643237166934542
